checklist_code,location_code,item_code,question,guideline,regulation_ref,ksm_sms_ref,ship_type,sequence_no
F605,60,3813,"Deck Management (Accommodation & Stores)
Are accommodation spaces free from visible structural defects?","<Check point>
During rounds, look for any significant distortion, defects in accommodation spaces. Check latest class listing for significant memo or COC (Condition of Class).",,HRM 9.3,Common,330
F605,60,3814,"Deck Management (Accommodation & Stores)
Are alleyways free of obstructions and exits clearly marked?
Photo luminicient Exit Arrow marks or Low level lighting system shall not be more than 30cms from the floor of alleyways.","<Check point>
Alleyways shall be free from any obstruction for smooth exit during emergencies.
Photo luminicient Exit Arrow marks or Low level lighting system shall not be more than 30cms from the floor of alleyways.",SOLAS II-2/13,SSQE 15.7,Common,331
F605,60,3815,"Deck Management (Accommodation & Stores)
Is provision refrigerating unit in good order and do they appear to be well maintained?","<Check point>
1) There is no vibration on or noise from refrigerating unit;
2) Refrigerant quantity is adequate;
3) Suction and delivery pressures are correct;
4) LO quantity is adequate;
5) LO pressure is correct;
6) Cooling seawater line is not leaking; and
7) Refrigerating unit is not used for storage of things other than provisions. 8) Wooden or other type of gratings are laid on each chamber.",,HRM 9.1.8,Common,332
F605,60,3816,"Deck Management (Accommodation & Stores)
Is air conditioning unit in good order and do they appear to be well maintained?","<Check point>
1) There is no vibration on or noise from air conditioning unit;
2) Refrigerant quantity is adequate;
3) Suction and delivery pressures are correct;
4) LO quantity is adequate;
5) LO pressure is correct;
6) Cooling seawater line is not leaking;
7) Air conditioning unit is not used for storage of things; and
8) Dampers of thermo-tank are in good order.",,HRM 9.3,Common,333
F605,60,4603,"Machinery Management (Electrical Equipment)
Is the condition of electrical equipment in the accommodation satisfactory?","<Check point>
Check electrical equipment
As a good practice, unused electrical equipment shall be unplugged.
<Additional check point for all type of tankers> Make shift antenna shall not be allowed.",,HRM 9.3,Common,334
F605,60,4604,"Machinery Management (Electrical Equipment)
Is the level of accommodation lighting satisfactory?","<Check point> Check lighting.
Check level of illumination.
Note level of illumination is in good order. Note there is no light bulb that has burned out.",,HRM 9.3,Common,335
F605,60,7110,"Emergency Preparedness (Contingency Plan)
Are Emergency Escape Route, Lifeboat Station, and Muster Station as specified in SOLAS marked?","<Check point>
Check markings and IMO symbols.",SOLAS III/11.5,SSQE 5.15,Common,336
F605,60,7111,"Emergency Preparedness (Contingency Plan)
Do all Officers and crew understand their own duties and assignments shown in Muster List?","<Check point>
Check by interviewing Officers and crew.
Officers: Own duties and crew's assignments Crew: Own assignments",SOLAS III/37,SEM 3.1,Common,337
F605,60,7329,"Emergency Preparedness (Life-Saving Apparatus)
Are life jackets in good condition, correctly located as per the plan and donning instructions clearly displayed?","<Check point>
Sampling check life jackets
Check to see if necessary number of lifejackets as specified in Life Saving Arrangement are provided. (If Immersion Suits has life jacket function, Life jacket may be stowed in Watch keeping spaces etc. only)
Lifejackets for duty Officers/crew available at Bridge, Fore part, Aft part, Engine Control Room.
Check if ship's name and Port of Registry permanently marked L/Jackets are not heavily soiled with oil or grease
Additionally, for ship's built on or after 01st July 2010
Oversized L/Jacket or accessories in adequate number shall be provided Infant L/Jacket, if children carried
Each lifejacket shall be provided with a releasable buoyant line or other means to secure it to a lifejacket worn by another person in the water.
Each lifejacket shall be provided with a suitable means to allow a rescuer to lift the wearer from the water into a survival craft or rescue boat.",SOLAS III/7.2.1 III/7.2.3 III/7.2.4,,Common,338
F605,60,7330,"Emergency Preparedness (Life-Saving Apparatus)
Are crew members familiar with the donning of emergency escape breathing devices (EEBD’s) located in the accommodation, pump room and engine room (as applicable), are being inspected, in good order and ready for immediate use?","<Check point>
Check to see if necessary number of EEBDs as specified in Life Saving Arrangement / Flag requirements are provided. Check pressure of cylinder.
Check condition and print of operation
<Annotation>
All ships shall carry at least two emergency escape breathing devices within accommodation spaces.","SOLAS
II-2/13.4.3.1
II-2/13.4.3.2
MSC/Circ. 849",SSQE 8.3,Common,339
F605,60,7331,"Emergency Preparedness (Life-Saving Apparatus)
Are immersion suits in good condition,correctly positioned and are Officers aware of maintenance and carriage requirements, and donning  instructions clearly displayed?","- Sampling check immersion suits
- Check to see if necessary number of immersion suits as specified in Life Saving Arrangement are provided.
- Check record of monthly inspection and air pressure test. Big size of immersion suits are available as spare.
<Annotation>
An immersion suit or an anti-exposure suit, of an appropriate size, shall be provided for every person assigned to crew the rescue boat. If the ship is constantly engaged in warm climates where, in the opinion of the Administration thermal protection is unnecessary, this protective clothing need not be carried (SOLAS III/7.3)
An immersion suit complying with the requirements of section 2.3 of the LSA Code shall be provided for every person on board the ship. These immersion suits need not be required if the ship is constantly engaged on voyages in warm climates where, in the opinion of the Administration, immersion suits are unnecessary. (SOLAS III/32.3.2)
If a ship has any watch or work stations which are located remotely from the place or places where immersion suits are normally stowed, additional immersion suits shall be provided at these locations for the number of persons normally on watch or working at those locations at any time. (SOLAS III/32.3.3)
Note: Immersion suits should be subject to periodic testing as set out in MSC Circ 1114.","SOLAS III/7.3 III/32.3.2 III/32.3.3
MSC Circ. 1114",SSQE 8.3,Common,340
F605,60,7420,"Emergency Preparedness (Fire Fighting Equipment)
Are isolating valves in fire and foam system lines clearly marked and in good order?","<Check point>
Check by interviewing if Officers know:
1) Location of isolation valve; and
2) When to close isolation valve.
Note isolation valve is marked to be distinguished from others. Check valves condition.
Isolation V/Vs shall be easily operable by hand.
Check Work Instructions for testing of Foam system and adequate instruction for valve handling.",SOLAS II-2/10,,Common,341
F605,60,7421,"Emergency Preparedness (Fire Fighting Equipment)
Are all Officers and crew familiar with how to use breathing apparatus?","<Check point>
Check by interviewing crew or having crew use apparatus.","STCW
Code A VI/1-2",SSQE 5.16.5,Common,342
F605,60,7422,"Emergency Preparedness (Fire Fighting Equipment)
Are firemen's outfits and breathing apparatus in good order, fitted with fully pressurized air cylinders and ready for immediate use?","<Check point>
Check fireman's outfits.
1) Fireman's outfits are ready for immediate use; and
2) Locker containing fireman's outfits is not locked.
Compressed air breathing apparatus shall be fitted with an audible alarm and a visual or other device which will alert the user before the volume of the air in the cylinder has been reduced to no less than 200 litres.” This applies to ship’s constructed (keel laid) on or after 1 July, 2014. Ships constructed (keel laid) before 1 July, 2014 must comply no later than 1 July, 2019.
It is strongly recommended that fireman's outfits be hung for immediate use. Check breathing apparatus.
1) Breathing apparatus are ready for immediate use; and
2) Locker containing breathing apparatus is not locked.
3) It is strongly recommended that breathing apparatus be hung for immediate use.
4) Check record of inspection.","SOLAS II-2/17
II-2/17.1.2 II-2/17.4
II-2/10.2.5 II-2/10.3.1 II-2/10.10
FSS Code 3.2.1.1
3.2.1.2
MSC/Circ. 850",SSQE 8.3.13,Common,343
F605,60,7423,"Emergency Preparedness (Fire Fighting Equipment)
Are the crew aware of the location and use of the International Shore Connection, is it readily available externally, is a fire control plan exhibited within the accommodation, also a copy available externally and equipment correctly marked on the plan?","<Check point>
International shore connection is readily available. Storage place is clearly marked.
Check if the box containing ISC has two spanners,  four 16 mm bolts and nuts, 50 mm in length, eight washers and gasket for immediate use.
Location of ISC shall be clearly marked. (it is good practice to keep ISC near gangway) The fitting and joining must be suitable for a working pressure of 10.5 bar.","SOLAS
II-2/10 2.1.7
FSS Code 2.2",,Common,344
